rowid,pl_name,hostname,pl_letter,k2_name,epic_hostname,epic_candname,hd_name,hip_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,k2_campaigns,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
18,EPIC 201182911.01,EPIC 201182911,,,EPIC 201182911,EPIC 201182911.01,,,TIC 173109451,Gaia DR2 3786283056068678912,1,CANDIDATE,Vanderburg et al. 2016,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.99656225,,32.8,2.926,,,,,,,,,,,,,,,2456811.09,BJD,0,0.53,35.5,2.26,,0.6256,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3727,0.5,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m50.50s,172.7104166,-04d30m27.33s,-4.5075924,52.85404,268.27344,-7.03187,175.09897,3.2604002,-1.5629,2.86139,335.632,2.95191,17.937,16.226,13.238,12.544,12.335,19.5005,17.0342,15.6088,14.8653,14.4434,12.31,12.257,11.748,8.648,15.4518,,14.4539,15.516,12/5/2015,2016-01,12/5/2015,0,1,1,0,0,0,0,0
19,EPIC 201197348.01,EPIC 201197348,,,EPIC 201197348,EPIC 201197348.01,,,TIC 62965118,Gaia DR2 3600148038273461632,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.9139,,3.24,0.289,,,,,,,,,,,,,,,2456825.111,BJD,0,,0.24,3.264,32.6,0.046,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.65,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h48m22.77s,177.0948891,-04d09m51.86s,-4.1644059,55.19886,274.58724,-4.97569,178.99399,20.7933424,-20.7339,-1.57114,360.103,2.7488,16.82,15.537,13.239,12.585,12.424,,,,,,12.393,12.464,12.151,8.547,15.0437,,14.2931,15.135,9/5/2019,2019-09,9/5/2019,0,1,1,0,0,0,0,0
20,EPIC 201197348.01,EPIC 201197348,,,EPIC 201197348,EPIC 201197348.01,,,TIC 62965118,Gaia DR2 3600148038273461632,0,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,14.912381,,3.55,0.317,,,,,,,,,,,,,,,2456825.111,BJD,0,0.21,0.252,3.03,,0.04445,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4224,0.65,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h48m22.77s,177.0948891,-04d09m51.86s,-4.1644059,55.19886,274.58724,-4.97569,178.99399,20.7933424,-20.7339,-1.57114,360.103,2.7488,16.82,15.537,13.239,12.585,12.424,,,,,,12.393,12.464,12.151,8.547,15.0437,,14.2931,15.135,12/5/2015,2016-01,12/5/2015,0,1,1,0,0,0,0,0
21,EPIC 201231940.01,EPIC 201231940,,,EPIC 201231940,EPIC 201231940.01,,,TIC 49429059,Gaia DR2 3792376167257112320,1,CANDIDATE,Vanderburg et al. 2016,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.57303573,,3.35,0.299,,,,,,,,,,,,,,,2456810.511,BJD,0,0.35,0.51,0.32,,0.09028,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3570,0.43,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m28.97s,174.1207146,-03d28m58.18s,-3.4828286,54.44476,269.46549,-5.53228,175.98785,78.0163144,32.503,-70.9232,1138.64,0.824115,19.686,18.78,15.961,15.377,15.155,21.7969,19.4444,18.0973,17.5358,17.197,15.178,15.01,12.474,8.686,18.0887,,17.2555,18.108,12/5/2015,2016-01,12/5/2015,0,1,1,0,0,0,0,0
22,EPIC 201238110 b,EPIC 201238110,b,K2-296 b,EPIC 201238110,EPIC 201238110.02,,,TIC 35019000,Gaia DR2 3600975145895223040,1,CONFIRMED,Heller et al. 2019,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,28.1656,,1.87,0.167,,,,,,,,,,,,,,,2456852.657,BJD,0,0.24,,,,0.0458,,,,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.41,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,56.94662,278.31843,-3.22646,181.07984,28.0214205,-25.1078,-12.4418,159.259,6.25088,17.881,16.014,12.759,12.147,11.933,19.7224,17.0037,15.5521,14.5637,14.0482,11.8,11.719,11.961,8.891,15.2612,,14.1497,14.904,6/3/2019,2019-07,6/13/2019,0,1,1,0,0,0,0,0
23,EPIC 201238110 b,EPIC 201238110,b,K2-296 b,EPIC 201238110,EPIC 201238110.02,,,TIC 35019000,Gaia DR2 3600975145895223040,0,CONFIRMED,Heller et al. 2019,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,28.1696,,2.2,0.2,,,,,,,,,,,,,,,2456824.484,BJD,0,,0.316,3.36,61.5,0.054,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.37,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,56.94662,278.31843,-3.22646,181.07984,28.0214205,-25.1078,-12.4418,159.259,6.25088,17.881,16.014,12.759,12.147,11.933,19.7224,17.0037,15.5521,14.5637,14.0482,11.8,11.719,11.961,8.891,15.2612,,14.1497,14.904,9/5/2019,2019-09,9/5/2019,0,1,1,0,0,0,0,0
24,EPIC 201238110.01,EPIC 201238110,,,EPIC 201238110,EPIC 201238110.01,,,TIC 35019000,Gaia DR2 3600975145895223040,1,CANDIDATE,Kruse et al. 2019,1,1,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.90417,,2.06,0.184,,,,,,,,,,,,,,,2456813.69,BJD,0,,0.268,1.92,27.3,0.0505,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.37,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,56.94662,278.31843,-3.22646,181.07984,28.0214205,-25.1078,-12.4418,159.259,6.25088,17.881,16.014,12.759,12.147,11.933,19.7224,17.0037,15.5521,14.5637,14.0482,11.8,11.719,11.961,8.891,15.2612,,14.1497,14.904,9/5/2019,2019-09,9/5/2019,0,1,1,0,0,0,0,0
25,EPIC 201238110.01,EPIC 201238110,,,EPIC 201238110,EPIC 201238110.01,,,TIC 35019000,Gaia DR2 3600975145895223040,0,CANDIDATE,Kruse et al. 2019,1,1,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,7.9069606,,3.02,0.269,,,,,,,,,,,,,,,2456813.675,BJD,0,0.34,0.28,1.73,,0.04848,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3772,0.52,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,56.94662,278.31843,-3.22646,181.07984,28.0214205,-25.1078,-12.4418,159.259,6.25088,17.881,16.014,12.759,12.147,11.933,19.7224,17.0037,15.5521,14.5637,14.0482,11.8,11.719,11.961,8.891,15.2612,,14.1497,14.904,12/5/2015,2016-01,12/5/2015,0,1,1,0,0,0,0,0
26,EPIC 201238163.01,EPIC 201238163,,,EPIC 201238163,EPIC 201238163.01,,,TIC 173163938,Gaia DR2 3792415410373810048,1,CANDIDATE,Vanderburg et al. 2016,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1.0829614,,1.56,0.139,,,,,,,,,,,,,,,2456810.366,BJD,0,0.46,0.0655,1.22,,0.02378,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3875,0.56,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h33m03.07s,173.2627978,-03d23m19.39s,-3.3887192,54.09769,268.11511,-5.78616,175.16055,9.8565836,-1.85508,9.68044,299.406,3.31192,17.367,15.657,13.114,12.48,12.282,19.2039,16.5375,15.2075,14.6375,14.3181,12.226,12.248,11.97,8.672,15.1848,,14.3513,15.279,12/5/2015,2016-01,12/5/2015,0,1,1,0,0,0,0,0
27,EPIC 201239401.01,EPIC 201239401,,,EPIC 201239401,EPIC 201239401.01,,,TIC 173147407,Gaia DR2 3793161154135363072,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.905655,,1.57,0.14,,,,,,,,,,,,,,,2456810.937,BJD,0,,0.0678,1.488,4.14,0.025,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.58,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m12.69s,173.0528796,-03d22m13.16s,-3.370321,54.00641,267.79228,-5.85246,174.95988,20.3871414,-15.3766,-13.3864,190.075,5.23261,17.114,15.731,12.58,11.945,11.735,19.2719,16.5486,15.1132,14.2917,13.8421,11.648,11.615,11.871,8.328,14.9247,,13.8913,15.042,9/5/2019,2019-09,9/5/2019,0,1,1,0,0,0,0,0
28,EPIC 201239401.01,EPIC 201239401,,,EPIC 201239401,EPIC 201239401.01,,,TIC 173147407,Gaia DR2 3793161154135363072,0,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.90552205,,1.52,0.136,,,,,,,,,,,,,,,2456810.944,BJD,0,0.49,0.0791,1.32,,0.02628,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3710,0.5,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m12.69s,173.0528796,-03d22m13.16s,-3.370321,54.00641,267.79228,-5.85246,174.95988,20.3871414,-15.3766,-13.3864,190.075,5.23261,17.114,15.731,12.58,11.945,11.735,19.2719,16.5486,15.1132,14.2917,13.8421,11.648,11.615,11.871,8.328,14.9247,,13.8913,15.042,12/5/2015,2016-01,12/5/2015,0,1,1,0,0,0,0,0
29,EPIC 201247497.01,EPIC 201247497,,,EPIC 201247497,EPIC 201247497.01,,,TIC 78312435,Gaia DR2 3600326434034752640,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.75421,,8.4,0.75,,,,,,,,,,,,,,,2456810.9,BJD,0,,0.746,1.32,13.7,0.087,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.89,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183,56.38869,275.27593,-3.79471,179.40853,23.6639771,-20.9618,10.9812,793.131,1.23644,18.876,17.3749,14.562,13.982,13.748,20.5699,18.1042,16.86,16.1991,15.7606,13.734,13.669,12.497,8.804,16.7664,,15.9022,16.77,9/5/2019,2019-09,9/5/2019,0,1,1,0,0,0,0,0
30,EPIC 201247497.01,EPIC 201247497,,,EPIC 201247497,EPIC 201247497.01,,,TIC 78312435,Gaia DR2 3600326434034752640,0,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.75391,,3.78,0.337,,,,,,,,,,,,,,,2456810.903,BJD,0,,,1.0296,,0.079,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3918,0.44,,,,,4.85,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183,56.38869,275.27593,-3.79471,179.40853,23.6639771,-20.9618,10.9812,793.131,1.23644,18.876,17.3749,14.562,13.982,13.748,20.5699,18.1042,16.86,16.1991,15.7606,13.734,13.669,12.497,8.804,16.7664,,15.9022,16.77,7/18/2016,2016-09,7/18/2016,0,1,1,0,0,0,0,0
31,EPIC 201247497.01,EPIC 201247497,,,EPIC 201247497,EPIC 201247497.01,,,TIC 78312435,Gaia DR2 3600326434034752640,0,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.7541129,,4.87,0.434,,,,,,,,,,,,,,,2456810.901,BJD,0,0.61,0.671,1.24,,0.07842,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3834,0.55,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183,56.38869,275.27593,-3.79471,179.40853,23.6639771,-20.9618,10.9812,793.131,1.23644,18.876,17.3749,14.562,13.982,13.748,20.5699,18.1042,16.86,16.1991,15.7606,13.734,13.669,12.497,8.804,16.7664,,15.9022,16.77,12/5/2015,2016-01,12/5/2015,0,1,1,0,0,0,0,0
32,EPIC 201257461.01,EPIC 201257461,,,EPIC 201257461,EPIC 201257461.01,,,TIC 446672940,Gaia DR2 3601830428502237312,1,FALSE POSITIVE,Montet et al. 2015,1,0,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,50.285869,,3.47,0.31,,,,,,,,,,,,,,,2456828.355,BJD,0,0.95,0.184,12.62,,0.05345,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4859,0.74,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m38.67s,178.1611264,-03d05m41.67s,-3.0949095,56.6147,275.51697,-3.57072,179.54522,8.1450771,-7.91616,-1.91747,829.248,1.1772,12.883,11.668,9.994,9.479,9.368,15.4938,12.4747,14.1617,13.1828,11.4917,9.284,9.386,9.284,8.319,11.5044,,10.8877,11.511,12/5/2015,2016-01,12/5/2015,0,1,1,0,0,0,0,0
33,EPIC 201257461.01,EPIC 201257461,,,EPIC 201257461,EPIC 201257461.01,,,TIC 446672940,Gaia DR2 3601830428502237312,0,FALSE POSITIVE,Montet et al. 2015,1,0,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,50.27762,,209.52,18.692,,,,,,,,,,,,,1466,,2456828.374,BJD,0,,,,6.19,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5141,10.96,,-0.21,[Fe/H],,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m38.67s,178.1611264,-03d05m41.67s,-3.0949095,56.6147,275.51697,-3.57072,179.54522,8.1450771,-7.91616,-1.91747,829.248,1.1772,12.883,11.668,9.994,9.479,9.368,15.4938,12.4747,14.1617,13.1828,11.4917,9.284,9.386,9.284,8.319,11.5044,,10.8877,11.511,12/5/2015,2015-08,12/5/2015,0,1,1,0,0,0,0,0
34,EPIC 201258341.01,EPIC 201258341,,,EPIC 201258341,EPIC 201258341.01,,,TIC 421194234,Gaia DR2 3601784489532129280,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.50439,,1.75,0.156,,,,,,,,,,,,,,,2456818.919,BJD,0,,0.0402,3.384,21.4,0.0183,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.88,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m45.74s,178.6905819,-03d04m58.15s,-3.0828192,56.83953,276.38943,-3.34903,180.0262,115.2840653,-115.267,-1.98354,84.947,11.7435,10.76,9.996,8.565,8.228,8.166,,,,,,7.772,7.869,7.907,7.543,9.78271,,9.3118,9.769,9/5/2019,2019-09,9/5/2019,0,1,1,0,0,0,0,0
